model,mean_fold_qwk,std_fold_qwk,pooled_oof_qwk,macro_f1,recall_class_3
CatBoostRegressor,0.4513950633060829,0.03426114468198167,0.45142680512830813,0.40208728330320226,0.11764705882352941
