model,mean_fold_qwk,std_fold_qwk,pooled_oof_qwk,macro_f1,recall_class_3
CatBoostRegressor,0.45305555995591645,0.02562597770691477,0.45311017262236775,0.40923438628598174,0.11764705882352941
