model,mean_fold_qwk,std_fold_qwk,pooled_oof_qwk,macro_f1,recall_class_3
CatBoostRegressor,0.44866232191234257,0.034153783172476825,0.44869640403556166,0.3932409559215037,0.08823529411764706
